time,fuel,city,registration
2017/2/1,Electricity,Hsinchu City,"1,264"
2017/2/1,Electricity,Chiayi City,839
2017/2/1,Electricity,Kinmen County,"1,121"
2017/2/1,Electricity,Lienchiang County,309
2017/3/1,Gasoline,New Taipei City,"2,168,190"
2017/3/1,Gasoline,Taipei City,"943,203"
2017/3/1,Gasoline,Taoyuan City,"1,117,074"
2017/3/1,Gasoline,Taichung City,"1,663,032"
2017/3/1,Gasoline,Tainan City,"1,282,233"
2017/3/1,Gasoline,Kaohsiung City,"1,985,564"
2017/3/1,Gasoline,Yilan County,"269,168"
2017/3/1,Gasoline,Hsinchu County,"281,818"
2017/3/1,Gasoline,Miaoli County,"318,698"
2017/3/1,Gasoline,Changhua County,"810,626"
2017/3/1,Gasoline,Nantou County,"310,086"
2017/3/1,Gasoline,Yunlin County,"424,258"
2017/3/1,Gasoline,Chiayi County,"323,801"
2017/3/1,Gasoline,Pingtung County,"613,718"
2017/3/1,Gasoline,Taitung County,"151,516"
2017/3/1,Gasoline,Hualien County,"198,384"
2017/3/1,Gasoline,Penghu County,"70,844"
2017/3/1,Gasoline,Keelung City,"181,552"
2017/3/1,Gasoline,Hsinchu City,"256,469"
2017/3/1,Gasoline,Chiayi City,"178,348"
2017/3/1,Gasoline,Kinmen County,"57,749"
2017/3/1,Gasoline,Lienchiang County,"6,079"
2017/3/1,Electricity,New Taipei City,"14,331"
2017/3/1,Electricity,Taipei City,"8,371"
2017/3/1,Electricity,Taoyuan City,"12,438"
2017/3/1,Electricity,Taichung City,"7,178"
2017/3/1,Electricity,Tainan City,"3,890"
2017/3/1,Electricity,Kaohsiung City,"7,897"
2017/3/1,Electricity,Yilan County,455
2017/3/1,Electricity,Hsinchu County,910
2017/3/1,Electricity,Miaoli County,689
2017/3/1,Electricity,Changhua County,"1,852"
2017/3/1,Electricity,Nantou County,"1,225"
2017/3/1,Electricity,Yunlin County,"1,554"
2017/3/1,Electricity,Chiayi County,568
2017/3/1,Electricity,Pingtung County,"2,331"
2017/3/1,Electricity,Taitung County,"1,886"
2017/3/1,Electricity,Hualien County,"2,487"
2017/3/1,Electricity,Penghu County,"3,618"
2017/3/1,Electricity,Keelung City,341
2017/3/1,Electricity,Hsinchu City,"1,284"
2017/3/1,Electricity,Chiayi City,870
2017/3/1,Electricity,Kinmen County,"1,124"
2017/3/1,Electricity,Lienchiang County,309
2017/4/1,Gasoline,New Taipei City,"2,167,537"
2017/4/1,Gasoline,Taipei City,"943,187"
2017/4/1,Gasoline,Taoyuan City,"1,117,957"
2017/4/1,Gasoline,Taichung City,"1,663,986"
2017/4/1,Gasoline,Tainan City,"1,281,801"
2017/4/1,Gasoline,Kaohsiung City,"1,985,931"
2017/4/1,Gasoline,Yilan County,"269,243"
2017/4/1,Gasoline,Hsinchu County,"281,956"
2017/4/1,Gasoline,Miaoli County,"318,664"
2017/4/1,Gasoline,Changhua County,"810,154"
2017/4/1,Gasoline,Nantou County,"309,877"
2017/4/1,Gasoline,Yunlin County,"424,117"
2017/4/1,Gasoline,Chiayi County,"323,478"
2017/4/1,Gasoline,Pingtung County,"613,567"
2017/4/1,Gasoline,Taitung County,"151,510"
2017/4/1,Gasoline,Hualien County,"198,245"
2017/4/1,Gasoline,Penghu County,"71,946"
2017/4/1,Gasoline,Keelung City,"181,733"
2017/4/1,Gasoline,Hsinchu City,"256,583"
2017/4/1,Gasoline,Chiayi City,"178,244"
2017/4/1,Gasoline,Kinmen County,"57,952"
2017/4/1,Gasoline,Lienchiang County,"6,119"
2017/4/1,Electricity,New Taipei City,"14,522"
2017/4/1,Electricity,Taipei City,"8,443"
2017/4/1,Electricity,Taoyuan City,"12,499"
2017/4/1,Electricity,Taichung City,"7,343"
2017/4/1,Electricity,Tainan City,"3,982"
2017/4/1,Electricity,Kaohsiung City,"8,148"
2017/4/1,Electricity,Yilan County,471
2017/4/1,Electricity,Hsinchu County,937
2017/4/1,Electricity,Miaoli County,696
2017/4/1,Electricity,Changhua County,"1,880"
2017/4/1,Electricity,Nantou County,"1,232"
2017/4/1,Electricity,Yunlin County,"1,589"
2017/4/1,Electricity,Chiayi County,580
2017/4/1,Electricity,Pingtung County,"2,576"
2017/4/1,Electricity,Taitung County,"1,919"
2017/4/1,Electricity,Hualien County,"2,518"
2017/4/1,Electricity,Penghu County,"3,536"
2017/4/1,Electricity,Keelung City,353
2017/4/1,Electricity,Hsinchu City,"1,302"
2017/4/1,Electricity,Chiayi City,882
2017/4/1,Electricity,Kinmen County,"1,177"
2017/4/1,Electricity,Lienchiang County,309
2017/5/1,Gasoline,New Taipei City,"2,169,171"
2017/5/1,Gasoline,Taipei City,"943,722"
2017/5/1,Gasoline,Taoyuan City,"1,120,411"
2017/5/1,Gasoline,Taichung City,"1,666,539"
2017/5/1,Gasoline,Tainan City,"1,282,655"
2017/5/1,Gasoline,Kaohsiung City,"1,987,345"
2017/5/1,Gasoline,Yilan County,"269,306"
2017/5/1,Gasoline,Hsinchu County,"282,426"
2017/5/1,Gasoline,Miaoli County,"318,774"
2017/5/1,Gasoline,Changhua County,"810,582"
2017/5/1,Gasoline,Nantou County,"309,981"
2017/5/1,Gasoline,Yunlin County,"424,254"
2017/5/1,Gasoline,Chiayi County,"323,469"
2017/5/1,Gasoline,Pingtung County,"614,302"
2017/5/1,Gasoline,Taitung County,"151,581"
2017/5/1,Gasoline,Hualien County,"198,505"
2017/5/1,Gasoline,Penghu County,"72,395"
2017/5/1,Gasoline,Keelung City,"181,968"
2017/5/1,Gasoline,Hsinchu City,"256,943"
2017/5/1,Gasoline,Chiayi City,"178,191"
2017/5/1,Gasoline,Kinmen County,"58,202"
2017/5/1,Gasoline,Lienchiang County,"6,211"
2017/5/1,Electricity,New Taipei City,"14,712"
2017/5/1,Electricity,Taipei City,"8,587"
2017/5/1,Electricity,Taoyuan City,"12,630"
2017/5/1,Electricity,Taichung City,"7,513"
2017/5/1,Electricity,Tainan City,"4,043"
2017/5/1,Electricity,Kaohsiung City,"8,309"
2017/5/1,Electricity,Yilan County,481
2017/5/1,Electricity,Hsinchu County,948
2017/5/1,Electricity,Miaoli County,708
2017/5/1,Electricity,Changhua County,"1,906"
2017/5/1,Electricity,Nantou County,"1,235"
2017/5/1,Electricity,Yunlin County,"1,637"
2017/5/1,Electricity,Chiayi County,585
2017/5/1,Electricity,Pingtung County,"2,663"
2017/5/1,Electricity,Taitung County,"1,910"
2017/5/1,Electricity,Hualien County,"2,610"
2017/5/1,Electricity,Penghu County,"3,515"
2017/5/1,Electricity,Keelung City,367
2017/5/1,Electricity,Hsinchu City,"1,318"
2017/5/1,Electricity,Chiayi City,905
2017/5/1,Electricity,Kinmen County,"1,210"
2017/5/1,Electricity,Lienchiang County,309
2017/6/1,Gasoline,New Taipei City,"2,168,624"
2017/6/1,Gasoline,Taipei City,"943,583"
2017/6/1,Gasoline,Taoyuan City,"1,122,583"
2017/6/1,Gasoline,Taichung City,"1,668,603"
2017/6/1,Gasoline,Tainan City,"1,283,285"
2017/6/1,Gasoline,Kaohsiung City,"1,988,144"
2017/6/1,Gasoline,Yilan County,"269,233"
2017/6/1,Gasoline,Hsinchu County,"282,939"
2017/6/1,Gasoline,Miaoli County,"318,667"
2017/6/1,Gasoline,Changhua County,"811,051"
2017/6/1,Gasoline,Nantou County,"309,974"
2017/6/1,Gasoline,Yunlin County,"424,310"
2017/6/1,Gasoline,Chiayi County,"323,431"
2017/6/1,Gasoline,Pingtung County,"614,164"
2017/6/1,Gasoline,Taitung County,"151,552"
2017/6/1,Gasoline,Hualien County,"198,549"
2017/6/1,Gasoline,Penghu County,"72,597"
2017/6/1,Gasoline,Keelung City,"181,877"
2017/6/1,Gasoline,Hsinchu City,"256,669"
2017/6/1,Gasoline,Chiayi City,"178,049"
2017/6/1,Gasoline,Kinmen County,"58,406"
2017/6/1,Gasoline,Lienchiang County,"6,240"
2017/6/1,Electricity,New Taipei City,"14,836"
2017/6/1,Electricity,Taipei City,"8,681"
2017/6/1,Electricity,Taoyuan City,"12,953"
2017/6/1,Electricity,Taichung City,"7,680"
2017/6/1,Electricity,Tainan City,"4,145"
2017/6/1,Electricity,Kaohsiung City,"8,508"
2017/6/1,Electricity,Yilan County,486
2017/6/1,Electricity,Hsinchu County,967
2017/6/1,Electricity,Miaoli County,714
2017/6/1,Electricity,Changhua County,"1,943"
2017/6/1,Electricity,Nantou County,"1,248"
2017/6/1,Electricity,Yunlin County,"1,678"
2017/6/1,Electricity,Chiayi County,592
2017/6/1,Electricity,Pingtung County,"2,746"
2017/6/1,Electricity,Taitung County,"1,919"
2017/6/1,Electricity,Hualien County,"2,669"
2017/6/1,Electricity,Penghu County,"3,485"
2017/6/1,Electricity,Keelung City,377
2017/6/1,Electricity,Hsinchu City,"1,332"
2017/6/1,Electricity,Chiayi City,926
2017/6/1,Electricity,Kinmen County,"1,237"
2017/6/1,Electricity,Lienchiang County,310
2017/7/1,Gasoline,New Taipei City,"2,167,734"
2017/7/1,Gasoline,Taipei City,"938,928"
2017/7/1,Gasoline,Taoyuan City,"1,124,133"
2017/7/1,Gasoline,Taichung City,"1,669,699"
2017/7/1,Gasoline,Tainan City,"1,282,821"
2017/7/1,Gasoline,Kaohsiung City,"1,987,614"
2017/7/1,Gasoline,Yilan County,"269,242"
2017/7/1,Gasoline,Hsinchu County,"283,276"
2017/7/1,Gasoline,Miaoli County,"318,309"
2017/7/1,Gasoline,Changhua County,"810,841"
2017/7/1,Gasoline,Nantou County,"310,010"
2017/7/1,Gasoline,Yunlin County,"423,818"
2017/7/1,Gasoline,Chiayi County,"323,096"
2017/7/1,Gasoline,Pingtung County,"613,925"
2017/7/1,Gasoline,Taitung County,"151,423"
2017/7/1,Gasoline,Hualien County,"198,561"
2017/7/1,Gasoline,Penghu County,"72,676"
2017/7/1,Gasoline,Keelung City,"181,900"
2017/7/1,Gasoline,Hsinchu City,"256,724"
2017/7/1,Gasoline,Chiayi City,"177,713"
2017/7/1,Gasoline,Kinmen County,"58,660"
2017/7/1,Gasoline,Lienchiang County,"6,270"
2017/7/1,Electricity,New Taipei City,"15,910"
2017/7/1,Electricity,Taipei City,"9,041"
2017/7/1,Electricity,Taoyuan City,"14,128"
2017/7/1,Electricity,Taichung City,"8,186"
2017/7/1,Electricity,Tainan City,"4,381"
2017/7/1,Electricity,Kaohsiung City,"9,023"
2017/7/1,Electricity,Yilan County,502
2017/7/1,Electricity,Hsinchu County,992
2017/7/1,Electricity,Miaoli County,738
2017/7/1,Electricity,Changhua County,"1,996"
2017/7/1,Electricity,Nantou County,"1,260"
2017/7/1,Electricity,Yunlin County,"1,807"
2017/7/1,Electricity,Chiayi County,596
2017/7/1,Electricity,Pingtung County,"2,846"
2017/7/1,Electricity,Taitung County,"1,869"
2017/7/1,Electricity,Hualien County,"2,707"
2017/7/1,Electricity,Penghu County,"3,411"
2017/7/1,Electricity,Keelung City,388
2017/7/1,Electricity,Hsinchu City,"1,387"
2017/7/1,Electricity,Chiayi City,964
2017/7/1,Electricity,Kinmen County,"1,260"
2017/7/1,Electricity,Lienchiang County,310
2017/8/1,Gasoline,New Taipei City,"2,169,442"
2017/8/1,Gasoline,Taipei City,"939,529"
2017/8/1,Gasoline,Taoyuan City,"1,126,399"
2017/8/1,Gasoline,Taichung City,"1,672,818"
2017/8/1,Gasoline,Tainan City,"1,284,226"
2017/8/1,Gasoline,Kaohsiung City,"1,989,629"
2017/8/1,Gasoline,Yilan County,"269,420"
2017/8/1,Gasoline,Hsinchu County,"283,942"
2017/8/1,Gasoline,Miaoli County,"318,617"
2017/8/1,Gasoline,Changhua County,"811,449"
2017/8/1,Gasoline,Nantou County,"310,239"
2017/8/1,Gasoline,Yunlin County,"423,785"
2017/8/1,Gasoline,Chiayi County,"323,145"
2017/8/1,Gasoline,Pingtung County,"613,598"
2017/8/1,Gasoline,Taitung County,"150,692"
2017/8/1,Gasoline,Hualien County,"198,670"
2017/8/1,Gasoline,Penghu County,"72,679"
2017/8/1,Gasoline,Keelung City,"182,121"
2017/8/1,Gasoline,Hsinchu City,"257,278"
2017/8/1,Gasoline,Chiayi City,"177,565"
2017/8/1,Gasoline,Kinmen County,"58,969"
2017/8/1,Gasoline,Lienchiang County,"6,300"
2017/8/1,Electricity,New Taipei City,"16,255"
2017/8/1,Electricity,Taipei City,"9,618"
2017/8/1,Electricity,Taoyuan City,"15,830"
2017/8/1,Electricity,Taichung City,"8,822"
2017/8/1,Electricity,Tainan City,"4,985"
2017/8/1,Electricity,Kaohsiung City,"9,868"
2017/8/1,Electricity,Yilan County,527
2017/8/1,Electricity,Hsinchu County,"1,041"
2017/8/1,Electricity,Miaoli County,855
2017/8/1,Electricity,Changhua County,"2,050"
2017/8/1,Electricity,Nantou County,"1,275"
2017/8/1,Electricity,Yunlin County,"1,988"
2017/8/1,Electricity,Chiayi County,618
2017/8/1,Electricity,Pingtung County,"2,968"
2017/8/1,Electricity,Taitung County,"1,829"
2017/8/1,Electricity,Hualien County,"2,720"
2017/8/1,Electricity,Penghu County,"3,372"
2017/8/1,Electricity,Keelung City,415
2017/8/1,Electricity,Hsinchu City,"1,438"
2017/8/1,Electricity,Chiayi City,"1,045"
2017/8/1,Electricity,Kinmen County,"1,272"
2017/8/1,Electricity,Lienchiang County,310
2017/9/1,Gasoline,New Taipei City,"2,172,709"
2017/9/1,Gasoline,Taipei City,"940,945"
2017/9/1,Gasoline,Taoyuan City,"1,129,468"
2017/9/1,Gasoline,Taichung City,"1,675,901"
2017/9/1,Gasoline,Tainan City,"1,285,171"
2017/9/1,Gasoline,Kaohsiung City,"1,990,693"
2017/9/1,Gasoline,Yilan County,"269,739"
2017/9/1,Gasoline,Hsinchu County,"284,750"
2017/9/1,Gasoline,Miaoli County,"319,032"
2017/9/1,Gasoline,Changhua County,"812,419"
2017/9/1,Gasoline,Nantou County,"310,650"
2017/9/1,Gasoline,Yunlin County,"424,132"
2017/9/1,Gasoline,Chiayi County,"323,098"
2017/9/1,Gasoline,Pingtung County,"614,103"
2017/9/1,Gasoline,Taitung County,"150,305"
2017/9/1,Gasoline,Hualien County,"198,927"
2017/9/1,Gasoline,Penghu County,"72,752"
2017/9/1,Gasoline,Keelung City,"182,588"
2017/9/1,Gasoline,Hsinchu City,"257,827"
2017/9/1,Gasoline,Chiayi City,"177,558"
2017/9/1,Gasoline,Kinmen County,"59,337"
2017/9/1,Gasoline,Lienchiang County,"6,332"
2017/9/1,Electricity,New Taipei City,"16,709"
2017/9/1,Electricity,Taipei City,"10,325"
2017/9/1,Electricity,Taoyuan City,"17,505"
2017/9/1,Electricity,Taichung City,"9,624"
2017/9/1,Electricity,Tainan City,"5,458"
2017/9/1,Electricity,Kaohsiung City,"10,630"
2017/9/1,Electricity,Yilan County,544
2017/9/1,Electricity,Hsinchu County,"1,085"
2017/9/1,Electricity,Miaoli County,877
2017/9/1,Electricity,Changhua County,"2,125"
2017/9/1,Electricity,Nantou County,"1,296"
2017/9/1,Electricity,Yunlin County,"2,168"
2017/9/1,Electricity,Chiayi County,636
2017/9/1,Electricity,Pingtung County,"3,119"
2017/9/1,Electricity,Taitung County,"1,836"
2017/9/1,Electricity,Hualien County,"2,732"
2017/9/1,Electricity,Penghu County,"3,353"
2017/9/1,Electricity,Keelung City,445
2017/9/1,Electricity,Hsinchu City,"1,516"
2017/9/1,Electricity,Chiayi City,"1,164"
2017/9/1,Electricity,Kinmen County,"1,304"
2017/9/1,Electricity,Lienchiang County,310
2017/10/1,Gasoline,New Taipei City,"2,173,526"
2017/10/1,Gasoline,Taipei City,"941,142"
2017/10/1,Gasoline,Taoyuan City,"1,131,523"
2017/10/1,Gasoline,Taichung City,"1,676,984"
2017/10/1,Gasoline,Tainan City,"1,285,419"
2017/10/1,Gasoline,Kaohsiung City,"1,990,415"
2017/10/1,Gasoline,Yilan County,"269,801"
2017/10/1,Gasoline,Hsinchu County,"285,264"
2017/10/1,Gasoline,Miaoli County,"319,178"
2017/10/1,Gasoline,Changhua County,"812,310"
2017/10/1,Gasoline,Nantou County,"310,750"
2017/10/1,Gasoline,Yunlin County,"424,034"
2017/10/1,Gasoline,Chiayi County,"323,051"
2017/10/1,Gasoline,Pingtung County,"614,245"
2017/10/1,Gasoline,Taitung County,"150,417"
2017/10/1,Gasoline,Hualien County,"198,935"
2017/10/1,Gasoline,Penghu County,"72,751"
2017/10/1,Gasoline,Keelung City,"182,771"
2017/10/1,Gasoline,Hsinchu City,"258,184"
2017/10/1,Gasoline,Chiayi City,"177,231"
2017/10/1,Gasoline,Kinmen County,"59,642"
2017/10/1,Gasoline,Lienchiang County,"6,332"
2017/10/1,Electricity,New Taipei City,"17,086"
2017/10/1,Electricity,Taipei City,"11,013"
2017/10/1,Electricity,Taoyuan City,"19,180"
2017/10/1,Electricity,Taichung City,"10,359"
2017/10/1,Electricity,Tainan City,"5,882"
2017/10/1,Electricity,Kaohsiung City,"11,462"
2017/10/1,Electricity,Yilan County,572
2017/10/1,Electricity,Hsinchu County,"1,156"
2017/10/1,Electricity,Miaoli County,899
2017/10/1,Electricity,Changhua County,"2,188"
2017/10/1,Electricity,Nantou County,"1,317"
2017/10/1,Electricity,Yunlin County,"2,353"
2017/10/1,Electricity,Chiayi County,649
2017/10/1,Electricity,Pingtung County,"3,275"
2017/10/1,Electricity,Taitung County,"1,850"
2017/10/1,Electricity,Hualien County,"2,767"
2017/10/1,Electricity,Penghu County,"3,343"
2017/10/1,Electricity,Keelung City,466
2017/10/1,Electricity,Hsinchu City,"1,581"
2017/10/1,Electricity,Chiayi City,"1,267"
2017/10/1,Electricity,Kinmen County,"1,349"
2017/10/1,Electricity,Lienchiang County,310
2017/11/1,Gasoline,New Taipei City,"2,173,120"
2017/11/1,Gasoline,Taipei City,"940,992"
2017/11/1,Gasoline,Taoyuan City,"1,132,650"
2017/11/1,Gasoline,Taichung City,"1,677,471"
2017/11/1,Gasoline,Tainan City,"1,285,042"
2017/11/1,Gasoline,Kaohsiung City,"1,989,175"
2017/11/1,Gasoline,Yilan County,"269,187"
2017/11/1,Gasoline,Hsinchu County,"285,564"
2017/11/1,Gasoline,Miaoli County,"319,082"
2017/11/1,Gasoline,Changhua County,"812,231"
2017/11/1,Gasoline,Nantou County,"310,697"
2017/11/1,Gasoline,Yunlin County,"423,592"
2017/11/1,Gasoline,Chiayi County,"322,552"
2017/11/1,Gasoline,Pingtung County,"613,921"
2017/11/1,Gasoline,Taitung County,"150,534"
2017/11/1,Gasoline,Hualien County,"198,891"
2017/11/1,Gasoline,Penghu County,"72,753"
2017/11/1,Gasoline,Keelung City,"182,675"
2017/11/1,Gasoline,Hsinchu City,"258,074"
2017/11/1,Gasoline,Chiayi City,"176,712"
2017/11/1,Gasoline,Kinmen County,"59,857"
2017/11/1,Gasoline,Lienchiang County,"6,327"
2017/11/1,Electricity,New Taipei City,"17,769"
2017/11/1,Electricity,Taipei City,"11,767"
2017/11/1,Electricity,Taoyuan City,"21,420"
2017/11/1,Electricity,Taichung City,"11,554"
2017/11/1,Electricity,Tainan City,"6,507"
2017/11/1,Electricity,Kaohsiung City,"12,507"
2017/11/1,Electricity,Yilan County,596
2017/11/1,Electricity,Hsinchu County,"1,231"
2017/11/1,Electricity,Miaoli County,936
2017/11/1,Electricity,Changhua County,"2,259"
2017/11/1,Electricity,Nantou County,"1,333"
2017/11/1,Electricity,Yunlin County,"2,620"
2017/11/1,Electricity,Chiayi County,659
2017/11/1,Electricity,Pingtung County,"3,467"
2017/11/1,Electricity,Taitung County,"1,861"
2017/11/1,Electricity,Hualien County,"2,808"
2017/11/1,Electricity,Penghu County,"3,300"
2017/11/1,Electricity,Keelung City,499
2017/11/1,Electricity,Hsinchu City,"1,648"
2017/11/1,Electricity,Chiayi City,"1,393"
2017/11/1,Electricity,Kinmen County,"1,378"
2017/11/1,Electricity,Lienchiang County,310
2017/12/1,Gasoline,New Taipei City,"2,169,592"
2017/12/1,Gasoline,Taipei City,"939,912"
2017/12/1,Gasoline,Taoyuan City,"1,131,692"
2017/12/1,Gasoline,Taichung City,"1,675,125"
2017/12/1,Gasoline,Tainan City,"1,282,774"
2017/12/1,Gasoline,Kaohsiung City,"1,986,423"
2017/12/1,Gasoline,Yilan County,"268,922"
2017/12/1,Gasoline,Hsinchu County,"285,331"
2017/12/1,Gasoline,Miaoli County,"318,529"
2017/12/1,Gasoline,Changhua County,"811,107"
2017/12/1,Gasoline,Nantou County,"310,019"
2017/12/1,Gasoline,Yunlin County,"422,912"
2017/12/1,Gasoline,Chiayi County,"321,851"
2017/12/1,Gasoline,Pingtung County,"613,432"
2017/12/1,Gasoline,Taitung County,"150,499"
2017/12/1,Gasoline,Hualien County,"198,653"
2017/12/1,Gasoline,Penghu County,"72,647"
2017/12/1,Gasoline,Keelung City,"182,340"
2017/12/1,Gasoline,Hsinchu City,"258,113"
2017/12/1,Gasoline,Chiayi City,"175,263"
2017/12/1,Gasoline,Kinmen County,"60,092"
2017/12/1,Gasoline,Lienchiang County,"6,341"
2017/12/1,Electricity,New Taipei City,"18,427"
2017/12/1,Electricity,Taipei City,"13,733"
2017/12/1,Electricity,Taoyuan City,"22,305"
2017/12/1,Electricity,Taichung City,"12,239"
2017/12/1,Electricity,Tainan City,"6,946"
2017/12/1,Electricity,Kaohsiung City,"13,479"
2017/12/1,Electricity,Yilan County,613
2017/12/1,Electricity,Hsinchu County,"1,257"
2017/12/1,Electricity,Miaoli County,948
2017/12/1,Electricity,Changhua County,"2,295"
2017/12/1,Electricity,Nantou County,"1,342"
2017/12/1,Electricity,Yunlin County,"2,797"
2017/12/1,Electricity,Chiayi County,672
2017/12/1,Electricity,Pingtung County,"3,622"
2017/12/1,Electricity,Taitung County,"1,487"
2017/12/1,Electricity,Hualien County,"2,803"
2017/12/1,Electricity,Penghu County,"3,571"
2017/12/1,Electricity,Keelung City,507
2017/12/1,Electricity,Hsinchu City,"1,681"
2017/12/1,Electricity,Chiayi City,"1,515"
2017/12/1,Electricity,Kinmen County,"1,464"
2017/12/1,Electricity,Lienchiang County,310
2018/1/1,Gasoline,New Taipei City,"2,168,861"
2018/1/1,Gasoline,Taipei City,"939,671"
2018/1/1,Gasoline,Taoyuan City,"1,133,077"
2018/1/1,Gasoline,Taichung City,"1,676,356"
2018/1/1,Gasoline,Tainan City,"1,283,532"
2018/1/1,Gasoline,Kaohsiung City,"1,988,081"
2018/1/1,Gasoline,Yilan County,"268,939"
2018/1/1,Gasoline,Hsinchu County,"285,558"
2018/1/1,Gasoline,Miaoli County,"318,581"
2018/1/1,Gasoline,Changhua County,"811,184"
2018/1/1,Gasoline,Nantou County,"310,028"
2018/1/1,Gasoline,Yunlin County,"422,726"
2018/1/1,Gasoline,Chiayi County,"321,882"
2018/1/1,Gasoline,Pingtung County,"613,876"
2018/1/1,Gasoline,Taitung County,"150,423"
2018/1/1,Gasoline,Hualien County,"198,492"
2018/1/1,Gasoline,Penghu County,"72,673"
2018/1/1,Gasoline,Keelung City,"182,236"
2018/1/1,Gasoline,Hsinchu City,"258,354"
2018/1/1,Gasoline,Chiayi City,"175,289"
2018/1/1,Gasoline,Kinmen County,"60,295"
2018/1/1,Gasoline,Lienchiang County,"6,358"
2018/1/1,Electricity,New Taipei City,"18,734"
2018/1/1,Electricity,Taipei City,"13,979"
2018/1/1,Electricity,Taoyuan City,"23,246"
2018/1/1,Electricity,Taichung City,"12,851"
2018/1/1,Electricity,Tainan City,"7,378"
2018/1/1,Electricity,Kaohsiung City,"14,140"
2018/1/1,Electricity,Yilan County,625
2018/1/1,Electricity,Hsinchu County,"1,307"
2018/1/1,Electricity,Miaoli County,970
2018/1/1,Electricity,Changhua County,"2,377"
2018/1/1,Electricity,Nantou County,"1,353"
2018/1/1,Electricity,Yunlin County,"2,864"
2018/1/1,Electricity,Chiayi County,705
2018/1/1,Electricity,Pingtung County,"3,696"
2018/1/1,Electricity,Taitung County,"1,476"
2018/1/1,Electricity,Hualien County,"2,811"
2018/1/1,Electricity,Penghu County,"3,562"
2018/1/1,Electricity,Keelung City,523
2018/1/1,Electricity,Hsinchu City,"1,693"
2018/1/1,Electricity,Chiayi City,"1,592"
2018/1/1,Electricity,Kinmen County,"1,474"
2018/1/1,Electricity,Lienchiang County,310
2018/2/1,Gasoline,New Taipei City,"2,167,322"
2018/2/1,Gasoline,Taipei City,"939,259"
2018/2/1,Gasoline,Taoyuan City,"1,134,071"
2018/2/1,Gasoline,Taichung City,"1,677,273"
2018/2/1,Gasoline,Tainan City,"1,284,306"
2018/2/1,Gasoline,Kaohsiung City,"1,988,742"
2018/2/1,Gasoline,Yilan County,"268,915"
2018/2/1,Gasoline,Hsinchu County,"285,739"
2018/2/1,Gasoline,Miaoli County,"318,468"
2018/2/1,Gasoline,Changhua County,"811,179"
2018/2/1,Gasoline,Nantou County,"310,048"
2018/2/1,Gasoline,Yunlin County,"422,581"
2018/2/1,Gasoline,Chiayi County,"322,021"
2018/2/1,Gasoline,Pingtung County,"613,977"
2018/2/1,Gasoline,Taitung County,"150,601"
2018/2/1,Gasoline,Hualien County,"198,449"
2018/2/1,Gasoline,Penghu County,"72,706"
2018/2/1,Gasoline,Keelung City,"182,247"
2018/2/1,Gasoline,Hsinchu City,"258,407"
2018/2/1,Gasoline,Chiayi City,"174,750"
2018/2/1,Gasoline,Kinmen County,"60,435"
2018/2/1,Gasoline,Lienchiang County,"6,370"
2018/2/1,Electricity,New Taipei City,"19,651"
2018/2/1,Electricity,Taipei City,"14,304"
2018/2/1,Electricity,Taoyuan City,"23,943"
2018/2/1,Electricity,Taichung City,"13,292"
2018/2/1,Electricity,Tainan City,"7,707"
2018/2/1,Electricity,Kaohsiung City,"14,782"
2018/2/1,Electricity,Yilan County,636
2018/2/1,Electricity,Hsinchu County,"1,333"
2018/2/1,Electricity,Miaoli County,984
2018/2/1,Electricity,Changhua County,"2,494"
2018/2/1,Electricity,Nantou County,"1,373"
2018/2/1,Electricity,Yunlin County,"2,954"
2018/2/1,Electricity,Chiayi County,728
2018/2/1,Electricity,Pingtung County,"3,867"
2018/2/1,Electricity,Taitung County,"1,493"
2018/2/1,Electricity,Hualien County,"2,837"
2018/2/1,Electricity,Penghu County,"3,533"
2018/2/1,Electricity,Keelung City,529
2018/2/1,Electricity,Hsinchu City,"1,710"
2018/2/1,Electricity,Chiayi City,"1,662"
2018/2/1,Electricity,Kinmen County,"1,477"
2018/2/1,Electricity,Lienchiang County,207
2018/3/1,Gasoline,New Taipei City,"2,164,251"
2018/3/1,Gasoline,Taipei City,"938,950"
2018/3/1,Gasoline,Taoyuan City,"1,136,036"
2018/3/1,Gasoline,Taichung City,"1,678,089"
2018/3/1,Gasoline,Tainan City,"1,285,067"
2018/3/1,Gasoline,Kaohsiung City,"1,988,594"
2018/3/1,Gasoline,Yilan County,"268,834"
2018/3/1,Gasoline,Hsinchu County,"286,026"
2018/3/1,Gasoline,Miaoli County,"318,503"
2018/3/1,Gasoline,Changhua County,"811,172"
2018/3/1,Gasoline,Nantou County,"309,869"
2018/3/1,Gasoline,Yunlin County,"422,431"
2018/3/1,Gasoline,Chiayi County,"322,171"
2018/3/1,Gasoline,Pingtung County,"614,028"
2018/3/1,Gasoline,Taitung County,"150,772"
2018/3/1,Gasoline,Hualien County,"198,341"
2018/3/1,Gasoline,Penghu County,"73,524"
2018/3/1,Gasoline,Keelung City,"182,162"
2018/3/1,Gasoline,Hsinchu City,"258,576"
2018/3/1,Gasoline,Chiayi City,"174,715"
2018/3/1,Gasoline,Kinmen County,"60,725"
2018/3/1,Gasoline,Lienchiang County,"6,452"
2018/3/1,Electricity,New Taipei City,"20,631"
2018/3/1,Electricity,Taipei City,"14,624"
2018/3/1,Electricity,Taoyuan City,"24,982"
2018/3/1,Electricity,Taichung City,"14,007"
